"","GOID","cluster","GSE21935_Barnes_FSCZvsCTL","GSE21935_Barnes_MSCZvsCTL","GSE17612_Maycox_FSCZvsCTL","GSE17612_Maycox_MSCZvsCTL","GSE46509_Piet_FSCZvsCTL","GSE46509_Piet_MSCZvsCTL","GSE37981_Piet_FSCZvsCTL","GSE37981_Piet_MSCZvsCTL","female_scz_ancg_dge","female_scz_dlpfc_dge","female_scz_nacc_dge","male_scz_ancg_dge","male_scz_dlpfc_dge","male_scz_nAcc_dge","ClusterTheme","UserTheme","pVal","TERM"
"1351","GO:0015145",201,0,0,1.515394003,0,0,0,0,0,0,0,0,0,0,0,"vitamin b6","organophosphate esters",0.998581658933523,"monosaccharide transmembrane transporter activity"
"1352","GO:0015149",201,0,0,1.669370679,0,0,0,0,0,0,0,0,0,1.33040537,0,"vitamin b6","organophosphate esters",0.998581658933523,"hexose transmembrane transporter activity"
"1353","GO:0015173",201,0,0,0,1.766465475,0,0,0,0,0,0,0,0,0,0,"vitamin b6","organophosphate esters",0.998581658933523,"aromatic amino acid transmembrane transporter activity"
"1354","GO:0015215",108,0,0,0,1.961313483,0,0,0,0,0,0,0,0,0,0,"guanyl nucleotides","compound consisting",5.60701553334567e-06,"nucleotide transmembrane transporter activity"
"1355","GO:0015245",82,1.404149517,0,0,0,0,0,0,0,2.824100603,0,0,2.761208765,0,0,"amino acids","solute's concentration",0.43917807205564,"fatty acid transmembrane transporter activity"
"1356","GO:0015279",36,0,0,0,0,0,0,0,0,0,0,0,1.903461208,0,0,"voltage gated","channel catalyzes",0.000280623620281531,"store-operated calcium channel activity"
"1357","GO:0015293",182,0,0,0,0,0,0,1.504582847,0,0,0,0,0,0,0,"atp h2o","adp phosphate \ atp h2o",0.991331627953907,"symporter activity"
"1358","GO:0015294",313,0,0,0,0,0,0,1.451349505,0,0,0,0,0,0,0,"inorganic phosphate","monovalent anion \ reaction solute",0.999986452908975,"solute:cation symporter activity"
"1359","GO:0015296",313,0,1.395335093,0,0,0,0,0,0,0,0,0,0,0,0,"inorganic phosphate","monovalent anion \ reaction solute",0.999986452908975,"anion:cation symporter activity"
"1360","GO:0015347",151,1.619883726,0,0,1.933851241,0,0,0,0,0,0,0,0,0,0,"inorganic cations","quaternary ammonium",0.934904290996833,"sodium-independent organic anion transmembrane transporter activity"
"1361","GO:0015370",313,0,0,0,0,0,0,2.039392167,0,0,0,0,0,0,0,"inorganic phosphate","monovalent anion \ reaction solute",0.999986452908975,"solute:sodium symporter activity"
"1362","GO:0015373",313,0,1.522583666,0,0,0,0,0,0,0,0,0,0,0,0,"inorganic phosphate","monovalent anion \ reaction solute",0.999986452908975,"anion:sodium symporter activity"
"1363","GO:0015378",313,0,0,0,0,0,0,1.580866217,0,0,0,0,0,0,0,"inorganic phosphate","monovalent anion \ reaction solute",0.999986452908975,"sodium:chloride symporter activity"
"1364","GO:0015399",82,0,0,0,0,0,0,0,0,8.538915663,1.357947833,1.947314393,20.74207511,11.65595397,6.701114742,"amino acids","solute's concentration",0.43917807205564,"primary active transmembrane transporter activity"
"1365","GO:0015459",36,0,0,0,0,0,0,0,0,2.264320129,0,0,2.313114287,0,1.779978175,"voltage gated","channel catalyzes",0.000280623620281531,"potassium channel regulator activity"
"1366","GO:0015562",82,0,0,0,0,0,0,0,0,1.499311585,1.420578836,0,1.576391191,0,0,"amino acids","solute's concentration",0.43917807205564,"efflux transmembrane transporter activity"
"1367","GO:0015605",201,0,0,0,1.504072298,0,0,0,0,0,0,0,0,0,0,"vitamin b6","organophosphate esters",0.998581658933523,"organophosphate ester transmembrane transporter activity"
"1368","GO:0015631",260,1.335408092,0,0,0,0,0,0,0,2.78932222,0,1.425036467,11.62949753,0,6.650197723,"lipoprotein particle","lipoprotein particle",8.42091710402674e-23,"tubulin binding"
"1369","GO:0015645",89,0,0,0,0,0,0,0,0,2.919803366,0,0,8.56501736,2.316789689,2.104031598,"compound donor","carbon nitrogen \ compound donor \ nitrogen bond",0.0719247536622354,"fatty acid ligase activity"
"1370","GO:0015651",151,1.404149517,0,0,0,0,0,0,0,0,0,0,0,0,0,"inorganic cations","quaternary ammonium",0.934904290996833,"quaternary ammonium group transmembrane transporter activity"
"1371","GO:0015662",182,0,0,0,1.449091306,0,0,0,0,1.931349419,0,0,9.875199869,2.316789689,0,"atp h2o","adp phosphate \ atp h2o",0.991331627953907,"ion transmembrane transporter activity, phosphorylative mechanism"
"1372","GO:0015672",229,0,0,0,0,0,0,0,0,0,0,0,3.187479733,2.242709004,1.327413029,"inorganic cations","inorganic cations",0.219031484327211,"monovalent inorganic cation transport"
"1373","GO:0015693",316,1.528159207,0,0,0,0,0,0,0,0,0,0,0,0,0,"directed movement","directed movement",0.0202503238508333,"magnesium ion transport"
"1374","GO:0015696",316,0,0,0,0,0,0,1.374300223,0,2.994488085,0,0,0,0,0,"directed movement","directed movement",0.0202503238508333,"ammonium transport"
"1375","GO:0015698",229,0,1.321861032,0,0,0,0,0,0,0,0,0,0,0,0,"inorganic cations","inorganic cations",0.219031484327211,"inorganic anion transport"
"1376","GO:0015711",316,0,0,0,0,0,0,0,0,1.779387418,0,0,0,1.330460461,0,"directed movement","directed movement",0.0202503238508333,"organic anion transport"
"1377","GO:0015718",191,0,0,0,0,0,0,0,0,1.85539613,0,0,3.807128277,2.093731303,0,"directed movement","directed movement",0.533900627463082,"monocarboxylic acid transport"
"1378","GO:0015721",251,0,0,0,0,0,0,0,0,0,0,0,1.537628858,1.787725945,1.586570234,"distal loops","sodium excreted \ urine excreted",0.0176024103402421,"bile acid and bile salt transport"
"1379","GO:0015748",191,0,0,0,0,0,0,0,0,1.472089855,1.372039803,1.362003,2.80571334,2.092446048,0,"directed movement","directed movement",0.533900627463082,"organophosphate ester transport"
"1380","GO:0015749",255,0,0,0,0,0,0,0,0,0,0,0,1.905401301,1.658581864,0,"lipid particle","acceptor membrane \ aqueous phase \ lipid particle \ outer leaflet",0.610567981288504,"monosaccharide transmembrane transport"
"1381","GO:0015801",191,0,0,0,1.445564594,0,0,0,0,0,0,0,0,0,0,"directed movement","directed movement",0.533900627463082,"aromatic amino acid transport"
"1382","GO:0015809",376,0,0,1.352980152,0,0,0,0,0,0,0,0,0,0,0,"directed movement","5 en \ beta ol \ cholest 5 \ cholesterol cholest \ en 3",0.999544146468509,"arginine transport"
"1383","GO:0015849",229,0,0,0,0,0,0,0,0,1.5894645,0,0,1.57870758,0,0,"inorganic cations","inorganic cations",0.219031484327211,"organic acid transport"
"1384","GO:0015850",191,0,0,0,0,0,0,0,0,1.329129537,0,0,1.331591385,1.492287242,0,"directed movement","directed movement",0.533900627463082,"organic hydroxy compound transport"
"1385","GO:0015893",78,0,0,0,0,0,0,0,0,0,0,0,1.390846183,0,0,"living organisms","cells possessing \ functional receptors \ hormone naturally \ occurring substances \ possessing functional \ substances secreted",0.131584573814656,"drug transport"
"1386","GO:0015908",316,0,0,0,0,0,0,0,0,2.936757053,0,0,4.663740767,2.198404215,0,"directed movement","directed movement",0.0202503238508333,"fatty acid transport"
"1387","GO:0015909",191,0,0,0,0,0,0,0,0,3.446772524,0,1.434151402,3.595816463,1.801705081,0,"directed movement","directed movement",0.533900627463082,"long-chain fatty acid transport"
"1388","GO:0015914",191,0,0,0,0,0,0,0,0,0,1.722575655,1.980823701,3.012697138,1.584549303,0,"directed movement","directed movement",0.533900627463082,"phospholipid transport"
"1389","GO:0015918",316,0,0,0,0,0,0,0,0,1.640219653,0,0,0,0,0,"directed movement","directed movement",0.0202503238508333,"sterol transport"
"1390","GO:0015923",268,0,0,0,0,0,1.792889567,0,0,0,0,0,0,0,0,"compound donor","similar triphosphate",0.621533628511132,"mannosidase activity"
"1391","GO:0015931",108,0,0,0,0,0,0,0,0,0,1.44247427,0,0,0,0,"guanyl nucleotides","compound consisting",5.60701553334567e-06,"nucleobase-containing compound transport"
"1392","GO:0015936",332,1.619883726,0,0,0,0,0,0,0,0,0,0,0,0,0,"2 amino","4 pantatheine \ 5 diphospho \ acyl carrier \ acyl transfer \ diphospho 4 \ inositol 1,2,3,4,5,6 \ thiol ester",0.999999674818977,"coenzyme A metabolic process"
"1393","GO:0015949",108,0,0,0,0,0,0,0,0,0,0,0,2.666178136,0,0,"guanyl nucleotides","compound consisting",5.60701553334567e-06,"nucleobase-containing small molecule interconversion"
"1394","GO:0015985",229,0,0,0,0,0,0,0,0,2.772625744,0,0,3.81887706,0,0,"inorganic cations","inorganic cations",0.219031484327211,"energy coupled proton transport, down electrochemical gradient"
"1395","GO:0015986",302,0,0,0,0,0,0,0,0,2.772625744,0,0,3.81887706,0,0,"directed movement","directed movement",0.058757245620253,"ATP synthesis coupled proton transport"
"1396","GO:0016010",322,0,0,0,0,0,2.115725034,2.312250033,0,0,0,0,0,0,0,"protein complex","dynein heavy",0.563179087268481,"dystrophin-associated glycoprotein complex"
"1397","GO:0016048",331,0,2.086982546,0,0,1.515330854,0,0,0,0,0,0,0,0,0,"molecular signal","stimulus convert",0.775327199672476,"detection of temperature stimulus"
"1398","GO:0016049",62,0,0,0,0,1.322778474,0,0,0,3.373594745,3.9822462,0,9.999428488,2.01367666,0,"animal organ","multicellular organism",1.3668873608047e-05,"cell growth"
"1399","GO:0016051",175,0,0,0,0,0,0,0,0,0,0,0,0,2.259889084,0,"carbon atoms","carbon atoms",0.8432654847956,"carbohydrate biosynthetic process"
"1400","GO:0016052",377,1.388373774,0,0,0,0,0,0,0,0,0,0,0,2.5844228,3.418862773,"2 amino","concomitant production",0.994436827571194,"carbohydrate catabolic process"
"1401","GO:0016053",175,0,0,0,0,0,0,0,0,0,0,0,0,0,3.265753384,"carbon atoms","carbon atoms",0.8432654847956,"organic acid biosynthetic process"
"1402","GO:0016055",172,0,0,0,0,0,0,0,0,2.838148487,0,3.049361697,8.620834487,2.494757582,0,"molecular signals","molecular signals",0.00259211607605167,"Wnt signaling pathway"
"1403","GO:0016056",299,0,0,0,0,0,0,1.475799272,0,0,0,0,0,0,0,"e.g transcription","molecular signals",6.35893867050578e-11,"rhodopsin mediated signaling pathway"
"1404","GO:0016079",79,0,0,0,0,0,0,0,0,0,0,0,1.613054536,0,0,"synaptic vesicle","synaptic vesicle",0.268324796473481,"synaptic vesicle exocytosis"
"1405","GO:0016081",79,0,0,0,0,0,0,0,0,0,0,0,0,1.904276795,0,"synaptic vesicle","synaptic vesicle",0.268324796473481,"synaptic vesicle docking"
"1406","GO:0016082",79,0,0,0,0,0,0,0,0,0,0,0,1.488262043,0,0,"synaptic vesicle","synaptic vesicle",0.268324796473481,"synaptic vesicle priming"
"1407","GO:0016101",103,0,1.666596193,0,0,0,0,0,0,0,0,0,0,0,0,"aromatic hydrocarbon","chondroitin sulfate",0.994737907804159,"diterpenoid metabolic process"
"1408","GO:0016114",196,0,0,0,0,1.358572902,0,0,0,0,0,0,0,0,0,"compounds terpenoids","carboxyl cooh",0.999999917525878,"terpenoid biosynthetic process"
"1409","GO:0016125",334,0,0,0,0,0,0,0,0,1.538406775,0,0,0,0,0,"steroid hormones","cyclopentanoperhydrophenanthrene nucleus \ steroids compounds",0.119897450697992,"sterol metabolic process"
"1410","GO:0016126",334,1.352705984,1.739343739,0,0,0,0,0,0,0,0,0,0,0,0,"steroid hormones","cyclopentanoperhydrophenanthrene nucleus \ steroids compounds",0.119897450697992,"sterol biosynthetic process"
"1411","GO:0016137",105,0,0,0,0,0,0,0,0,0,0,0,0,2.375397884,0,"glucose residues","glucose residues",0.303329914966682,"glycoside metabolic process"
"1412","GO:0016175",318,0,0,1.881511644,0,0,0,0,0,1.499311585,0,1.99027258,0,0,0,"reaction 2","h2o rsooh \ o2 nad \ reaction nad \ reaction rso \ rsooh r'h \ sulfuric acid \ sulfuric ester",0.999999986690709,"superoxide-generating NAD(P)H oxidase activity"
"1413","GO:0016188",79,0,0,0,0,0,0,1.475799272,0,0,0,0,0,0,0,"synaptic vesicle","synaptic vesicle",0.268324796473481,"synaptic vesicle maturation"
"1414","GO:0016202",138,0,0,0,1.559074746,1.556582288,1.658058724,0,0,7.051565722,2.221079291,3.897061808,5.852878591,1.85224059,0,"muscle contraction","muscle contraction",7.5003816347784e-16,"regulation of striated muscle tissue development"
"1415","GO:0016208",396,0,0,0,0,0,0,0,0,0,0,0,0,0,1.498720933,"compound consisting","adenylyl residues \ heparan sulfate",0.846879121077969,"AMP binding"
"1416","GO:0016234",113,0,0,0,0,0,0,0,0,2.936757053,0,1.919419336,7.568974209,5.606063794,1.8865657,"plasma membrane","plasma membrane",0.0111386780398949,"inclusion body"
"1417","GO:0016235",351,0,0,0,0,0,0,0,0,3.036234694,0,0,3.481873646,3.676798463,0,"macromolecular structure","binding activity",4.79620898248096e-07,"aggresome"
"1418","GO:0016236",112,0,0,0,0,0,0,0,0,1.878440963,0,0,1.5045459,1.38617602,3.912686371,"er membrane","er membrane",0.806314111014729,"macroautophagy"
"1419","GO:0016239",385,0,0,0,0,0,0,0,0,0,0,0,3.17439111,1.645417277,0,"mesenchymal cell","cell apoptotic",2.96706861440677e-05,"positive regulation of macroautophagy"
"1420","GO:0016241",95,0,0,0,0,0,0,0,0,2.212669825,0,0,11.79871325,7.55964669,5.088712725,"mature structure","dendritic spine",5.50107515499456e-09,"regulation of macroautophagy"
"1421","GO:0016242",246,0,0,0,0,0,0,0,0,0,0,0,5.143733178,2.661519743,0,"tolerance induction","cell mediated \ mediated immunity",0.0189735736267587,"negative regulation of macroautophagy"
"1422","GO:0016246",9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.397079872,"gene silencing","double stranded",0.328005142052873,"RNA interference"
"1423","GO:0016247",36,0,0,0,0,0,0,0,0,1.838814609,0,0,5.28258807,0,2.196800805,"voltage gated","channel catalyzes",0.000280623620281531,"channel regulator activity"
"1424","GO:0016248",36,0,0,0,0,0,0,0,0,1.957075167,0,0,1.799952584,0,1.404475199,"voltage gated","channel catalyzes",0.000280623620281531,"channel inhibitor activity"
"1425","GO:0016303",107,0,0,0,0,0,0,0,0,1.719477409,0,0,0,0,1.839772705,"myo inositol","1 phosphatidyl \ phosphatidyl 1d",0.995721101701365,"1-phosphatidylinositol-3-kinase activity"
"1426","GO:0016307",107,0,0,0,0,0,0,0,0,2.328646819,0,0,0,0,1.446087672,"myo inositol","1 phosphatidyl \ phosphatidyl 1d",0.995721101701365,"phosphatidylinositol phosphate kinase activity"
"1427","GO:0016311",32,0,3.325497945,0,0,0,0,0,0,0,0,0,4.451455293,0,0,"protein amino","protein amino",0.334689238283208,"dephosphorylation"
"1428","GO:0016323",113,0,0,1.340720123,1.57280889,0,0,0,0,4.000405253,1.44247427,0,5.464427962,3.269633547,0,"plasma membrane","plasma membrane",0.0111386780398949,"basolateral plasma membrane"
"1429","GO:0016324",113,0,0,1.51367186,0,0,0,0,0,5.34596299,4.041951829,0,12.46074471,2.747599987,1.719157264,"plasma membrane","plasma membrane",0.0111386780398949,"apical plasma membrane"
"1430","GO:0016327",238,1.834492385,0,0,0,0,0,0,0,0,0,0,2.434241958,0,0,"volume enclosed","smooth er",0.781221437744638,"apicolateral plasma membrane"
"1431","GO:0016328",113,0,0,0,0,0,0,0,0,1.944876086,0,0,7.187355718,1.778035561,0,"plasma membrane","plasma membrane",0.0111386780398949,"lateral plasma membrane"
"1432","GO:0016331",298,0,0,0,0,2.354724048,0,0,0,3.159408618,0,2.267370603,3.778770189,0,0,"anatomical structures","anatomical structures",0.00196451944388869,"morphogenesis of embryonic epithelium"
"1433","GO:0016342",322,0,0,0,0,0,0,0,0,0,0,0,1.641576905,0,0,"protein complex","dynein heavy",0.563179087268481,"catenin complex"
"1434","GO:0016358",86,0,0,0,0,0,0,0,0,0,0,1.45023857,5.933297298,0,0,"specific outcome","mature structure \ specific outcome",0.706353279887165,"dendrite development"
"1435","GO:0016363",325,0,0,0,0,0,0,0,0,0,0,0,1.628476561,0,0,"fg nucleoporins","nuclear membrane",0.70831856731718,"nuclear matrix"
"1436","GO:0016405",92,0,0,0,0,0,0,0,0,2.577141991,0,0,7.401949539,2.063427153,1.855537309,"reaction atp","h2o adp",0.786137167467232,"CoA-ligase activity"
"1437","GO:0016407",264,0,0,0,0,0,1.906346012,0,0,0,0,0,0,0,0,"acceptor molecule","acceptor molecule",0.933940274282658,"acetyltransferase activity"
"1438","GO:0016410",264,0,0,0,0,0,1.906346012,0,0,0,0,0,0,0,0,"acceptor molecule","acceptor molecule",0.933940274282658,"N-acyltransferase activity"
"1439","GO:0016445",309,0,0,1.464281186,0,0,0,1.309261375,0,0,0,0,1.588480665,0,0,"immune response","immunoglobulin superfamily \ receptors built \ response based \ somatic recombination \ superfamily domains",0.838439639877971,"somatic diversification of immunoglobulins"
"1440","GO:0016459",45,0,0,0,0,0,0,0,0,4.89071078,0,1.348523421,3.907107867,0,2.817528947,"light chains","light chains",0.792979778157752,"myosin complex"
"1441","GO:0016460",45,0,0,0,0,0,0,0,0,0,0,1.549404454,2.340847098,0,0,"light chains","light chains",0.792979778157752,"myosin II complex"
"1442","GO:0016469",102,0,0,0,0,0,0,0,0,5.77595371,0,0,12.41093114,4.77445942,6.3025224,"atp synthase","proton transporting",0.109587086755337,"proton-transporting two-sector ATPase complex"
"1443","GO:0016471",102,0,0,0,0,0,0,0,0,2.179188864,0,0,5.872386523,5.15957916,3.508682037,"atp synthase","proton transporting",0.109587086755337,"vacuolar proton-transporting V-type ATPase complex"
"1444","GO:0016482",302,0,0,0,0,0,0,0,0,1.329129537,0,0,0,0,0,"directed movement","directed movement",0.058757245620253,"cytosolic transport"
"1445","GO:0016504",236,0,0,1.448581282,0,0,0,0,0,2.672167253,2.158982075,1.858864768,2.278382844,0,0,"nonterminal peptide","substrate molecule",0.000612371288057485,"peptidase activator activity"
"1446","GO:0016505",236,0,0,0,0,0,0,0,0,0,0,0,1.834325167,0,0,"nonterminal peptide","substrate molecule",0.000612371288057485,"peptidase activator activity involved in apoptotic process"
"1447","GO:0016514",144,0,0,0,0,0,0,0,0,0,0,1.669834797,1.834325167,0,1.308295841,"protein complex","snf type \ type complex",0.999509256511019,"SWI/SNF complex"
"1448","GO:0016525",8,0,2.014880076,0,0,0,0,0,0,7.653700765,2.34389344,1.947314393,8.668521042,1.486120317,4.28083833,"skeletal muscle","muscle cell",2.93916824433935e-14,"negative regulation of angiogenesis"
"1449","GO:0016528",35,0,0,0,0,0,0,0,0,0,0,0,3.157123268,2.080165527,0,"endoplasmic reticulum","lipid bilayer",0.0687632606714309,"sarcoplasm"
"1450","GO:0016529",238,0,0,0,0,0,0,0,0,0,0,0,2.518962382,2.300446312,1.363533994,"volume enclosed","smooth er",0.781221437744638,"sarcoplasmic reticulum"
"1451","GO:0016538",271,0,0,0,0,0,0,0,0,4.998769002,2.02936453,3.530787431,7.876720768,1.373980943,1.867385964,"adenylate cyclase","threonine kinase",0.0122726958923824,"cyclin-dependent protein serine/threonine kinase regulator activity"
"1452","GO:0016554",101,1.30243574,0,0,0,0,0,0,0,0,0,0,0,0,0,"post transcriptionally","amino acid",0.958307320187548,"cytidine to uridine editing"
"1453","GO:0016558",112,0,0,0,1.445564594,0,0,0,0,0,0,0,0,0,0,"er membrane","er membrane",0.806314111014729,"protein import into peroxisome matrix"
"1454","GO:0016569",13,0,0,0,0,0,0,0,0,0,1.656842081,1.527426273,0,2.308122894,0,"organized complex","linear chromosome",0.0686856500318143,"covalent chromatin modification"
"1455","GO:0016570",101,0,0,0,0,0,0,0,0,0,1.672604048,0,1.335083081,2.3482905,0,"post transcriptionally","amino acid",0.958307320187548,"histone modification"
"1456","GO:0016572",192,0,0,0,0,0,0,0,0,3.354875657,2.445556072,1.301536136,3.167088161,0,3.64693637,"form peptidyl","peptidyl threonine",1.13379446790922e-06,"histone phosphorylation"
"1457","GO:0016573",32,0,0,0,0,0,1.918264772,0,0,0,0,0,0,0,0,"protein amino","protein amino",0.334689238283208,"histone acetylation"
"1458","GO:0016575",101,0,0,0,0,0,0,0,0,0,0,0,0,1.352050393,0,"post transcriptionally","amino acid",0.958307320187548,"histone deacetylation"
"1459","GO:0016577",101,2.177072918,0,0,0,0,0,0,0,0,0,0,0,0,0,"post transcriptionally","amino acid",0.958307320187548,"histone demethylation"
"1460","GO:0016579",232,0,0,0,0,0,0,0,0,0,0,0,6.949632402,2.319663795,1.779287261,"carbohydrate derivative","alpha linked \ dna postreplication \ free dna \ glutamyl units \ glycoprotein folding \ glycosylation process \ initially transferred \ k63 linked \ linked glutamyl \ linked glycan \ linked ubiquitination \ multiple ubiquitin \ nitrogen structures \ peptidyl hydroxylysine \ play roles \ position 63 \ postreplication repair \ processing steps \ promote error \ protein forming \ protein k63 \ protein ubiquitination \ serine peptidyl \ threonine peptidyl \ transferred oligosaccharide \ tyrosine forming \ ubiquitination process",0.858971227106852,"protein deubiquitination"
"1461","GO:0016580",176,0,0,0,0,0,0,0,0,0,0,0,1.488262043,0,1.555501352,"protein complex","binding proteins",0.998921804700155,"Sin3 complex"
"1462","GO:0016581",176,0,1.418686691,0,0,0,0,0,0,0,0,0,5.371823593,0,0,"protein complex","binding proteins",0.998921804700155,"NuRD complex"
"1463","GO:0016591",168,0,0,0,0,0,0,0,0,0,0,0,2.336505949,0,0,"rrna molecule","rna polymerase",0.0878094970524227,"RNA polymerase II, holoenzyme"
"1464","GO:0016597",260,0,0,0,0,1.339481476,0,0,0,0,0,0,0,0,0,"lipoprotein particle","lipoprotein particle",8.42091710402674e-23,"amino acid binding"
"1465","GO:0016601",172,0,0,0,0,0,0,0,0,0,0,0,3.287877085,1.367339758,0,"molecular signals","molecular signals",0.00259211607605167,"Rac protein signal transduction"
"1466","GO:0016605",252,0,0,0,0,0,0,0,0,1.593336116,0,0,2.612115786,0,0,"peptide antigen","peptide antigen",0.484356572882191,"PML body"
"1467","GO:0016607",13,0,0,0,0,0,0,0,0,0,0,0,1.483856948,1.527270627,2.685442747,"organized complex","linear chromosome",0.0686856500318143,"nuclear speck"
"1468","GO:0016620",341,0,1.438492057,0,0,0,0,0,0,0,0,0,0,0,0,"redox reaction \ reduction redox","electron donor",0.994344504030207,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
"1469","GO:0016668",341,0,0,0,0,0,0,0,0,0,0,0,0,0,1.684237518,"redox reaction \ reduction redox","electron donor",0.994344504030207,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
"1470","GO:0016706",244,0,0,0,1.355282958,0,0,0,0,0,0,0,0,0,0,"succinate co2","2 oxoglutarate",0.999999988273765,"2-oxoglutarate-dependent dioxygenase activity"
"1471","GO:0016712",341,0,1.499027451,0,0,0,0,0,0,0,0,0,0,0,0,"redox reaction \ reduction redox","electron donor",0.994344504030207,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"
"1472","GO:0016769",268,0,0,0,0,1.384741563,0,0,0,0,0,0,0,0,0,"compound donor","similar triphosphate",0.621533628511132,"transferase activity, transferring nitrogenous groups"
"1473","GO:0016776",89,0,0,0,0,0,0,0,0,3.730119099,0,1.946535174,10.5602307,0,4.076758568,"compound donor","carbon nitrogen \ compound donor \ nitrogen bond",0.0719247536622354,"phosphotransferase activity, phosphate group as acceptor"
"1474","GO:0016780",89,0,0,0,0,1.664280178,0,0,0,0,0,0,0,0,0,"compound donor","carbon nitrogen \ compound donor \ nitrogen bond",0.0719247536622354,"phosphotransferase activity, for other substituted phosphate groups"
"1475","GO:0016791",268,0,3.523609171,0,0,0,0,0,0,0,0,0,3.866548828,0,0,"compound donor","similar triphosphate",0.621533628511132,"phosphatase activity"
"1476","GO:0016810",89,0,0,1.315497621,0,0,0,0,1.769943494,0,0,0,0,0,0,"compound donor","carbon nitrogen \ compound donor \ nitrogen bond",0.0719247536622354,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
"1477","GO:0016811",89,0,0,0,0,0,0,0,1.351119057,0,0,0,0,0,0,"compound donor","carbon nitrogen \ compound donor \ nitrogen bond",0.0719247536622354,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
"1478","GO:0016829",183,0,0,0,0,0,0,0,0,0,0,0,0,0,1.503535857,"1 4","double bond",0.999999339803742,"lyase activity"
"1479","GO:0016849",268,0,0,0,0,0,0,0,0,2.844320927,0,0,0,0,3.079599934,"compound donor","similar triphosphate",0.621533628511132,"phosphorus-oxygen lyase activity"
"1480","GO:0016864",89,0,0,0,0,0,0,0,0,0,0,0,0,1.367339758,0,"compound donor","carbon nitrogen \ compound donor \ nitrogen bond",0.0719247536622354,"intramolecular oxidoreductase activity, transposing S-S bonds"
"1481","GO:0016868",264,0,0,0,0,0,1.459798875,0,0,0,0,0,0,0,0,"acceptor molecule","acceptor molecule",0.933940274282658,"intramolecular transferase activity, phosphotransferases"
"1482","GO:0016874",268,1.656783363,0,0,0,0,0,0,0,0,0,0,1.968251785,1.492287242,0,"compound donor","similar triphosphate",0.621533628511132,"ligase activity"
"1483","GO:0016877",268,0,0,0,0,0,0,0,0,1.919878063,0,0,5.306885299,1.571916914,1.377397887,"compound donor","similar triphosphate",0.621533628511132,"ligase activity, forming carbon-sulfur bonds"
"1484","GO:0016878",89,0,0,0,0,0,0,0,0,2.353407777,0,0,6.672234527,1.89694256,1.692912566,"compound donor","carbon nitrogen \ compound donor \ nitrogen bond",0.0719247536622354,"acid-thiol ligase activity"
"1485","GO:0016879",268,2.069597013,0,0,0,0,0,0,0,0,0,0,0,0,0,"compound donor","similar triphosphate",0.621533628511132,"ligase activity, forming carbon-nitrogen bonds"
"1486","GO:0016881",89,2.324719997,0,0,0,0,0,0,0,0,0,0,0,0,0,"compound donor","carbon nitrogen \ compound donor \ nitrogen bond",0.0719247536622354,"acid-amino acid ligase activity"
"1487","GO:0016887",92,0,0,0,0,0,0,0,0,21.96879398,3.504578774,9.166894074,53.51184251,17.67860317,45.80523918,"reaction atp","h2o adp",0.786137167467232,"ATPase activity"
"1488","GO:0016889",162,1.519126823,0,0,0,0,0,0,0,0,0,0,0,0,0,"sequential cleavage","5 cyclic \ cyclic phosphate",0.961008271166632,"endodeoxyribonuclease activity, producing 3'-phosphomonoesters"
"1489","GO:0016894",353,1.443719379,0,1.380228604,0,0,0,0,0,0,0,0,0,0,0,"endonucleolytic cleavage","3 hydoxyl \ endonucleolytic cleavage \ mrna required \ targeted endonucleolytic",0.999599910813791,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters"
"1490","GO:0016903",341,0,1.423557337,0,0,0,0,0,0,0,0,0,0,0,0,"redox reaction \ reduction redox","electron donor",0.994344504030207,"oxidoreductase activity, acting on the aldehyde or oxo group of donors"
"1491","GO:0017000",175,0,0,0,0,0,0,0,0,1.499311585,0,0,0,0,0,"carbon atoms","carbon atoms",0.8432654847956,"antibiotic biosynthetic process"
"1492","GO:0017015",388,0,0,0,1.926648178,0,0,2.076106632,0,8.807354063,2.230804624,5.630110318,19.12143653,8.976788308,3.259429551,"signaling pathway","signaling pathway",3.36540004898733e-19,"regulation of transforming growth factor beta receptor signaling pathway"
"1493","GO:0017017",245,0,0,0,0,0,0,0,0,0,1.420578836,0,0,1.761577446,1.617071875,"trna ligase","tyrosine phosphate",0.974393018616745,"MAP kinase tyrosine/serine/threonine phosphatase activity"
"1494","GO:0017022",28,0,0,0,0,0,0,0,0,0,0,0,1.978791649,0,0,"factor receptor","factor receptor",0.0172630892091638,"myosin binding"
"1495","GO:0017025",249,0,0,1.379393859,0,0,0,0,0,0,0,0,0,0,0,"rna polymerase","rna polymerase",0.0037190206821598,"TBP-class protein binding"
"1496","GO:0017038",320,0,0,0,0,0,0,0,0,0,0,0,4.031274449,1.831562072,1.921069417,"specific location","specific location",0.0303693798024804,"protein import"
