"","GOID","cluster","ChangCTLvsMDD_ACC_Female","ChangCTLvsMDD_ACC_Male","ChangCTLvsMDD_DLPFC_Female","ChangCTLvsMDD_DLPFC_Male","Female.Anterior.Insula","Female.BA8.9","Female.BA11","Female.BA25","Female.Nac","Female.Subic","Male.Anterior.Insula","Male.BA8.9","Male.BA11","Male.BA25","Male.Nac","Male.Subic","female_ancg","female_dlpfc","female_nacc","male_ancg","male_dlpfc","male_nacc","ClusterTheme","UserTheme","pVal","TERM"
"975","GO:0007599",300,0,1.977717353,5.408236627,2.461842515,0,0,0,0,3.193584327,2.497004847,2.432376167,2.241537392,0,2.452776429,0,1.903850285,0,0,0,0,2.327920892,2.705478939,"tracheal system","blood vessels",0.139438741079336,"hemostasis"
"976","GO:0007602",328,0,0,0,0,0,0,0,0,0,1.318005771,0,0,0,0,0,0,0,0,0,0,0,0,"red light","incident electromagnetic",0.818182034962038,"phototransduction"
"977","GO:0007605",331,1.909454408,0,0,1.734621127,0,1.318267486,0,0,1.517890845,0,0,0,0,0,0,0,0,0,0,1.767624244,0,0,"molecular signal","molecular signal",0.398176712834739,"sensory perception of sound"
"978","GO:0007611",262,2.208991626,2.705330972,5.536249175,2.217843483,0,2.82376928,3.6930074,0,0,1.89930088,0,2.941929221,0,3.076507933,2.62163381,0,0,0,0,2.47681997,5.038038186,1.916482482,"external threat \ perceived external","specific behavior",0.18527624916782,"learning or memory"
"979","GO:0007612",262,0,1.953780674,3.498897903,1.973661202,0,1.481301227,1.892221457,0,0,2.351554176,0,3.215966923,0,3.345165337,0,0,0,0,0,2.610428784,2.86062214,0,"external threat \ perceived external","specific behavior",0.18527624916782,"learning"
"980","GO:0007613",331,3.335468304,1.720550359,3.043947901,1.737307045,0,2.48844494,2.234647291,0,0,0,0,0,0,0,0,0,0,0,0,0,4.168784259,0,"molecular signal","molecular signal",0.398176712834739,"memory"
"981","GO:0007616",331,1.795495722,0,0,0,0,1.457655696,1.348616063,0,0,0,0,1.321284661,0,0,0,0,0,0,0,0,3.173526608,0,"molecular signal","molecular signal",0.398176712834739,"long-term memory"
"982","GO:0007617",166,0,0,0,0,0,0,0,0,0,0,0,1.700967805,0,0,0,0,0,0,0,0,0,0,"sexual phenotype","physical differentiation",0.619348004629509,"mating behavior"
"983","GO:0007618",166,0,0,0,0,0,0,0,0,0,0,0,1.346242158,0,0,0,0,0,0,0,0,0,0,"sexual phenotype","physical differentiation",0.619348004629509,"mating"
"984","GO:0007622",262,0,0,1.545190417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"external threat \ perceived external","specific behavior",0.18527624916782,"rhythmic behavior"
"985","GO:0007623",399,2.082609776,3.111023301,4.507752491,0,0,0,0,0,0,0,0,2.394570642,0,2.123811049,0,0,0,0,0,1.439174266,1.524940803,3.34730139,"circadian sleep","circadian rhythm",0.00489818806827286,"circadian rhythm"
"986","GO:0007626",262,0,0,1.469409504,2.1473658,1.421079045,0,0,0,0,0,0,0,0,2.191623489,0,0,0,0,0,0,0,0,"external threat \ perceived external","specific behavior",0.18527624916782,"locomotory behavior"
"987","GO:0007628",262,0,1.345065351,0,0,0,0,0,0,0,0,0,0,0,0,0,2.262371072,0,0,0,0,0,0,"external threat \ perceived external","specific behavior",0.18527624916782,"adult walking behavior"
"988","GO:0007631",338,0,2.343157111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32864045,1.80795864,0,"fear response","NA NA",0.204004711804367,"feeding behavior"
"989","GO:0007632",262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01278617,0,0,"external threat \ perceived external","specific behavior",0.18527624916782,"visual behavior"
"990","GO:0008013",277,2.521923447,2.874964086,4.610511986,2.897156987,0,0,1.898719247,0,0,1.489062038,0,0,1.521367396,3.571012496,0,0,0,0,0,1.744029293,1.647557434,0,"chemokine receptor","signaling protein \ smad signaling",5.50455894842482e-05,"beta-catenin binding"
"991","GO:0008015",251,3.298494057,5.222529662,3.51458813,3.615379175,0,0,1.372330354,1.963275258,1.55763838,0,0,2.120754033,2.034751739,7.812244364,2.464904331,3.509451228,1.486486046,1.923132523,0,2.572506311,8.005113907,6.369647844,"distal loops","sodium excreted \ urine excreted",0.294611694143199,"blood circulation"
"992","GO:0008016",138,0,2.746439985,4.023118897,1.773743261,0,0,0,0,0,0,1.55327754,1.375802138,0,2.257158096,0,0,1.37514841,1.501794627,2.019426491,2.055905703,6.583635154,1.486251804,"muscle contraction","cardiac muscle",7.79371790416841e-13,"regulation of heart contraction"
"993","GO:0008017",260,2.687396551,1.811232365,4.09692544,1.836849234,0,0,0,0,0,0,1.343080979,1.999420668,2.232240381,4.276807,1.648619485,0,2.745385676,5.872501641,0,1.626322675,3.76276741,0,"lipoprotein particle","lipoprotein particle",2.19440280374617e-25,"microtubule binding"
"994","GO:0008021",289,0,0,0,0,0,0,0,0,0,0,0,0,0,2.356679908,0,0,0,0,0,0,0,0,"trans golgi","target membrane",0.00386606302019196,"synaptic vesicle"
"995","GO:0008022",260,1.441209002,1.774940741,2.659861838,2.897542517,0,0,3.091727006,0,0,2.378457785,0,0,1.793022357,7.372677272,0,0,0,0,1.539119116,1.738963599,0,0,"lipoprotein particle","lipoprotein particle",2.19440280374617e-25,"protein C-terminus binding"
"996","GO:0008023",133,0,1.325037875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ii promoter","polymerase ii",0.845192863014392,"transcription elongation factor complex"
"997","GO:0008028",201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.488746113,0,0,0,0,1.380137701,0,"vitamin b6","organophosphate esters",0.999952454373341,"monocarboxylic acid transmembrane transporter activity"
"998","GO:0008035",260,0,0,1.518553728,0,0,0,0,0,0,0,0,0,0,0,0,1.343955856,0,0,0,0,2.176860275,0,"lipoprotein particle","lipoprotein particle",2.19440280374617e-25,"high-density lipoprotein particle binding"
"999","GO:0008038",154,0,0,0,3.387769705,1.726636127,2.086588161,0,0,0,0,0,0,0,2.292497361,0,1.734919525,0,0,0,0,0,0,"intracellular signal","intracellular signal",4.35501088874642e-05,"neuron recognition"
"1000","GO:0008045",307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983928856,0,0,0,0,"growth cone","repulsive cues",0.0571098600382779,"motor neuron axon guidance"
"1001","GO:0008064",121,4.162459436,2.295816423,5.319431176,0,0,0,3.091727006,1.472140842,2.440585574,0,0,1.785266381,0,2.159284271,0,0,0,0,0,0,0,2.511960653,"lipoprotein particle","kinase activity",4.87953382141943e-27,"regulation of actin polymerization or depolymerization"
"1002","GO:0008066",327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.345542321,0,"cell activity","cell activity",0.802737639648953,"glutamate receptor activity"
"1003","GO:0008081",268,0,2.056021166,0,0,0,0,0,0,0,0,0,0,0,0,1.312634861,0,0,0,0,0,0,0,"compound donor","similar triphosphate",0.959662953524988,"phosphoric diester hydrolase activity"
"1004","GO:0008083",68,7.014965118,4.675666725,1.796374088,1.56467067,0,0,0,0,0,0,1.330765256,1.480781967,4.334913852,0,0,1.40501882,2.650610355,0,1.687902767,3.789368396,5.978256795,5.011528533,"regulated release","regulated release",0.999355764277976,"growth factor activity"
"1005","GO:0008088",197,0,0,1.988108998,0,0,0,0,0,0,0,0,2.22681389,0,2.89792795,0,0,1.768199646,0,0,1.519917736,0,0,"motor proteins","motor proteins",5.50451982335999e-06,"axo-dendritic transport"
"1006","GO:0008089",197,0,0,0,0,0,0,0,0,0,0,0,0,0,2.378383505,0,0,2.277895587,0,0,0,0,0,"motor proteins","motor proteins",5.50451982335999e-06,"anterograde axonal transport"
"1007","GO:0008090",197,0,1.491182485,1.758830626,0,0,0,0,0,0,1.942089178,0,1.700967805,0,1.89121707,0,0,0,0,0,0,0,0,"motor proteins","motor proteins",5.50451982335999e-06,"retrograde axonal transport"
"1008","GO:0008093",291,0,0,1.646075412,1.422259565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"actin filament","actin filament",0.000796884513508649,"cytoskeletal anchor activity"
"1009","GO:0008094",92,1.610546367,1.840877743,10.56852412,5.404990447,1.418188839,0,10.03326827,2.029399869,0,0,3.489937736,0,0,3.63826218,0,1.426195911,0,2.320111312,0,1.519917736,0,0,"reaction atp","h2o adp",0.77152243833353,"DNA-dependent ATPase activity"
"1010","GO:0008106",27,0,0,0,0,0,0,0,0,0,0,0,0,1.925197982,0,0,0,0,0,0,0,0,0,"reduced acceptor","alcohol nadp",0.999999980452221,"alcohol dehydrogenase (NADP+) activity"
"1011","GO:0008138",245,1.538454345,0,0,0,5.935434326,3.309901875,0,3.870473956,3.55508798,6.082768361,0,0,0,0,0,3.077603261,0,0,0,1.466128707,0,0,"trna ligase","tyrosine phosphate",0.969654138233501,"protein tyrosine/serine/threonine phosphatase activity"
"1012","GO:0008143",396,0,0,2.527228826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"compound consisting","compound consisting",0.716194722005193,"poly(A) binding"
"1013","GO:0008154",350,0,0,1.640706887,0,0,0,0,0,0,0,0,1.590124511,1.959732205,1.832563544,0,0,0,0,0,0,0,0,"junction disassembly","controlled breakdown",0.885550950394093,"actin polymerization or depolymerization"
"1014","GO:0008156",221,0,0,2.620550308,0,0,0,1.301060744,1.680172918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"directed movement","directed movement",3.99150519153231e-27,"negative regulation of DNA replication"
"1015","GO:0008157",260,0,0,0,0,0,0,0,0,0,1.578769167,0,1.346242158,0,0,0,0,0,0,0,0,0,0,"lipoprotein particle","lipoprotein particle",2.19440280374617e-25,"protein phosphatase 1 binding"
"1016","GO:0008179",396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.730437452,0,0,"compound consisting","compound consisting",0.716194722005193,"adenylate cyclase binding"
"1017","GO:0008180",33,0,0,1.754731041,0,1.911146867,0,3.260771479,0,0,1.458355445,0,0,0,0,0,1.919550105,1.453791208,0,0,3.376553575,2.976325693,0,"covalent linkages","linked ubiquitin",0.126028204904738,"COP9 signalosome"
"1018","GO:0008187",396,0,0,0,0,0,0,0,0,0,0,0,1.426972271,1.685620202,1.496330601,0,0,0,0,0,0,0,0,"compound consisting","compound consisting",0.716194722005193,"poly-pyrimidine tract binding"
"1019","GO:0008190",249,0,2.076285127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rna polymerase","rna polymerase",0.00353396186424659,"eukaryotic initiation factor 4E binding"
"1020","GO:0008200",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.397953302,0,2.064067095,1.494375935,0,0,"voltage gated","channel catalyzes",2.0717804512757e-06,"ion channel inhibitor activity"
"1021","GO:0008201",260,1.7007795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.341002745,0,0,2.043653043,3.636315476,1.689306504,"lipoprotein particle","lipoprotein particle",2.19440280374617e-25,"heparin binding"
"1022","GO:0008202",334,0,0,0,2.963779636,0,2.004739001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"steroid hormones","sterols steroids",0.424715953597109,"steroid metabolic process"
"1023","GO:0008203",400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.774932042,0,0,0,0,0,"alpha 1","fatty acid",0.995090695712069,"cholesterol metabolic process"
"1024","GO:0008206",334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.852964658,0,0,0,0,0,0,"steroid hormones","sterols steroids",0.424715953597109,"bile acid metabolic process"
"1025","GO:0008207",334,0,0,0,0,0,1.509471179,0,0,0,0,0,0,1.629093843,0,0,0,0,0,0,0,0,0,"steroid hormones","sterols steroids",0.424715953597109,"C21-steroid hormone metabolic process"
"1026","GO:0008217",187,0,2.455472445,0,1.434914956,0,0,0,1.55597736,0,0,0,1.904818443,0,2.836558414,1.495787656,2.059841292,1.837590456,0,0,0,4.125255386,3.993326427,"blood pressure","circulatory system",0.877443600756015,"regulation of blood pressure"
"1027","GO:0008227",327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632799566,0,0,0,0,0,0,"cell activity","cell activity",0.802737639648953,"G protein-coupled amine receptor activity"
"1028","GO:0008266",180,0,0,0,0,0,0,0,0,0,0,0,0,0,1.626197136,0,0,0,0,0,0,0,0,"double stranded","14 3",0.00518025710108708,"poly(U) RNA binding"
"1029","GO:0008277",388,4.342081063,2.244444822,0,3.553081012,1.477763917,0,0,0,3.704845159,0,1.413479995,1.605183293,0,2.348205881,0,0,2.819539452,0,2.681409977,0,3.191164688,1.849384699,"signaling pathway","signaling pathway",6.47319575858475e-21,"regulation of G protein-coupled receptor signaling pathway"
"1030","GO:0008283",123,8.225399755,8.471056616,8.89022568,4.435382951,3.475669359,5.801221046,0,2.990111526,1.913107484,2.795835228,2.069520124,4.790330457,2.897981861,8.094339256,0,0,5.129899268,5.297204404,1.585336644,3.973238222,5.101007739,8.55598381,"cell population","stem cell",0.000285588397490364,"cell population proliferation"
"1031","GO:0008286",299,6.714061281,9.595208867,12.68639052,6.446041553,0,1.346579158,4.450013946,1.720834189,0,0,0,4.353219818,1.50841143,11.47310448,1.339310274,0,5.15910246,0,0,10.51239805,2.333243678,5.729360212,"e.g transcription","molecular signals",1.53646959047478e-10,"insulin receptor signaling pathway"
"1032","GO:0008287",160,0,0,0,0,0,0,1.799944725,0,0,0,0,0,0,1.445801449,0,0,0,0,0,0,0,0,"enzyme complex","alpha subunits",0.99999935684027,"protein serine/threonine phosphatase complex"
"1033","GO:0008301",369,0,1.532918083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.737045057,"responding e.g","iron sulfur",0.29410519592744,"DNA binding, bending"
"1034","GO:0008305",362,2.827614659,0,0,0,0,0,0,1.783258054,1.629093843,1.605433405,0,0,0,0,0,0,0,0,0,0,0,0,"integrin complex","complex spans \ integrin superfamily \ ligands cell \ matrix ligands \ soluble ligands \ surface ligands",0.999999994765036,"integrin complex"
"1035","GO:0008306",262,0,0,0,0,1.383177128,0,0,0,0,0,0,1.397792704,0,0,0,0,0,0,0,2.109756054,0,0,"external threat \ perceived external","specific behavior",0.18527624916782,"associative learning"
"1036","GO:0008307",152,2.284615589,0,1.532504282,0,0,0,0,0,1.359283175,1.336409736,0,0,0,1.692172892,1.918737899,0,0,2.881918063,0,0,0,0,"skeletal muscle","striated muscle",0.00952486106484248,"structural constituent of muscle"
"1037","GO:0008327",180,0,0,1.545190417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"double stranded","14 3",0.00518025710108708,"methyl-CpG binding"
"1038","GO:0008330",107,0,2.076285127,0,0,9.304077006,5.854822372,0,4.494558839,6.113229146,8.079147089,0,0,0,0,0,3.031771807,0,0,0,1.886564955,0,0,"myo inositol","phosphate h2o",0.999296140780821,"protein tyrosine/threonine phosphatase activity"
"1039","GO:0008333",112,0,0,0,0,1.467732477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"er membrane","cytoplasmic proteasome \ er resident",0.215633077833215,"endosome to lysosome transport"
"1040","GO:0008334",153,0,0,2.137650638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"core complex","core complex \ proteasome core",0.294579370944119,"histone mRNA metabolic process"
"1041","GO:0008340",340,0,0,2.867237737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.424485661,0,0,"larval stage","adult phase",0.998719931527486,"determination of adult lifespan"
"1042","GO:0008344",340,0,0,1.529804286,0,1.467732477,0,0,0,0,0,0,0,0,0,0,1.475791822,0,0,0,0,0,0,"larval stage","adult phase",0.998719931527486,"adult locomotory behavior"
"1043","GO:0008347",47,0,0,0,0,0,1.38637073,0,1.656463478,0,0,0,0,0,0,0,0,0,0,0,1.616865027,0,0,"differentiation includes","glial cells",0.58184606348732,"glial cell migration"
"1044","GO:0008353",257,3.041653889,3.246245071,6.42677999,4.760918074,0,2.281465738,2.164707695,0,0,0,0,0,0,1.458761432,0,0,2.377839854,0,0,0,0,0,"dna template","directed rna \ dna directed",0.999995141026232,"RNA polymerase II CTD heptapeptide repeat kinase activity"
"1045","GO:0008356",123,0,0,0,0,0,0,0,0,0,0,0,1.942975221,0,0,0,0,0,0,0,0,0,0,"cell population","stem cell",0.000285588397490364,"asymmetric cell division"
"1046","GO:0008360",272,5.037851791,4.963023573,4.640327668,0,0,0,0,3.311556137,2.147019676,0,0,0,2.147019676,4.576048035,1.653742721,0,0,0,0,0,8.116305168,1.836402818,"intracellular organization","intracellular organization",0.0256284630660429,"regulation of cell shape"
"1047","GO:0008361",284,4.396810939,1.406947413,4.46106301,3.067077133,2.036145443,2.918522937,0,0,3.298860043,0,0,0,1.887955421,3.877378256,1.489489024,0,0,0,0,1.870406871,6.443657542,1.556624875,"cell death","cell aging",3.99181856379972e-15,"regulation of cell size"
"1048","GO:0008366",307,2.1558382,4.857678148,1.632552382,2.515969337,0,2.614465122,0,1.539644548,2.897984152,0,0,2.293372157,0,3.018119222,0,0,0,0,0,2.023085367,0,0,"growth cone","repulsive cues",0.0571098600382779,"axon ensheathment"
"1049","GO:0008380",40,0,0,0,0,0,0,0,0,0,0,0,2.742551554,1.798547855,0,0,0,0,0,0,0,0,2.554057417,"rna polymerase","rna polymerase",0.2377713129642,"RNA splicing"
"1050","GO:0008406",190,4.382107971,1.570001484,1.537708307,2.07379798,0,3.207250444,0,0,0,0,0,0,0,2.717461402,1.323663839,0,0,0,0,2.425741834,1.821772916,2.822264414,"mature structure","mature structure \ specific outcome",2.27103936795785e-12,"gonad development"
"1051","GO:0008417",264,1.716437377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"acceptor molecule","acceptor molecule",0.998988087280577,"fucosyltransferase activity"
"1052","GO:0008494",33,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333459546,0,0,0,0,0,0,0,0,"covalent linkages","linked ubiquitin",0.126028204904738,"translation activator activity"
"1053","GO:0008509",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62967015,0,0,0,0,0,"amino acids","solute's concentration",0.531787790194758,"anion transmembrane transporter activity"
"1054","GO:0008514",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.930476838,0,0,0,0,0,"amino acids","solute's concentration",0.531787790194758,"organic anion transmembrane transporter activity"
"1055","GO:0008525",125,0,0,0,0,0,0,0,0,0,2.247879525,0,0,0,2.338899968,0,0,2.243022332,0,0,1.601112848,0,0,"phosphatidylcholine biosynthetic","phosphatidylinositol monophosphate",0.894734757634638,"phosphatidylcholine transporter activity"
"1056","GO:0008528",327,0,0,0,0,0,0,0,0,0,0,1.413479995,0,0,0,0,0,1.45190532,1.373051512,0,0,0,0,"cell activity","cell activity",0.802737639648953,"G protein-coupled peptide receptor activity"
"1057","GO:0008540",153,0,0,0,0,0,0,3.622000949,0,0,0,0,0,0,2.541453524,0,0,0,0,0,0,0,1.987104598,"core complex","core complex \ proteasome core",0.294579370944119,"proteasome regulatory particle, base subcomplex"
"1058","GO:0008542",262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.185014434,0,0,"external threat \ perceived external","specific behavior",0.18527624916782,"visual learning"
"1059","GO:0008543",111,5.082316021,3.812862754,12.15550317,3.006448562,0,3.040556767,1.969910393,3.712600762,0,2.35886544,0,10.09241148,5.433799981,8.874484139,0,2.200611745,3.263669382,0,1.465207728,3.216044735,4.136121904,5.95081784,"cardiac fibroblast","functional differentiated \ initial commitment",0.403829755746342,"fibroblast growth factor receptor signaling pathway"
"1060","GO:0008559",257,1.716437377,1.849585593,0,3.14950924,0,3.688494061,0,0,0,0,0,0,0,0,0,0,2.307629926,0,1.340697389,2.851106063,0,0,"dna template","directed rna \ dna directed",0.999995141026232,"ATPase-coupled xenobiotic transmembrane transporter activity"
"1061","GO:0008569",197,2.504649897,6.901410117,3.97181581,2.716788227,0,0,0,0,0,0,0,0,0,0,4.328519078,0,2.02671361,2.420304232,2.728083168,1.395714725,0,0,"motor proteins","motor proteins",5.50451982335999e-06,"ATP-dependent microtubule motor activity, minus-end-directed"
"1062","GO:0008574",197,1.493998638,0,0,0,0,0,0,0,0,0,0,0,2.104878075,4.338637476,0,0,0,4.0687763,0,0,0,0,"motor proteins","motor proteins",5.50451982335999e-06,"ATP-dependent microtubule motor activity, plus-end-directed"
"1063","GO:0008584",190,2.851419843,0,0,1.458678285,0,3.73218589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mature structure","mature structure \ specific outcome",2.27103936795785e-12,"male gonad development"
"1064","GO:0008585",190,2.471506778,1.450404557,1.958167668,2.844842523,0,0,0,0,0,0,0,2.571179192,1.495634832,3.494652355,2.300277735,0,0,0,0,2.333137312,1.614800729,3.839784251,"mature structure","mature structure \ specific outcome",2.27103936795785e-12,"female gonad development"
"1065","GO:0008589",226,2.005845109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cell communication","activates maintains",1.43714714136415e-21,"regulation of smoothened signaling pathway"
"1066","GO:0008593",388,0,0,0,0,0,0,0,0,2.009039048,0,0,0,0,3.525880133,0,0,2.755976745,0,0,0,1.357810799,0,"signaling pathway","signaling pathway",6.47319575858475e-21,"regulation of Notch signaling pathway"
"1067","GO:0008595",120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.127556234,0,0,0,0,0,"regionalization process","anterior posterior",0.768611454356498,"anterior/posterior axis specification, embryo"
"1068","GO:0008608",197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.662825027,0,0,0,0,"motor proteins","motor proteins",5.50451982335999e-06,"attachment of spindle microtubules to kinetochore"
"1069","GO:0008625",299,0,0,3.565519605,0,0,0,0,0,0,1.528182436,0,0,0,2.053199077,0,1.992360346,0,0,2.20523166,0,3.121696216,2.04489187,"e.g transcription","molecular signals",1.53646959047478e-10,"extrinsic apoptotic signaling pathway via death domain receptors"
"1070","GO:0008630",172,0,3.459971365,7.528113269,0,0,1.638842239,1.484736071,0,0,2.681191657,0,0,0,1.612144426,0,0,1.768199646,1.342752635,2.763580125,2.190539132,5.75856742,3.653163577,"molecular signals","molecular signals",0.0113433779045458,"intrinsic apoptotic signaling pathway in response to DNA damage"
"1071","GO:0008631",154,0,0,3.073588033,0,0,0,3.229804598,0,0,0,0,1.888100321,0,0,0,0,0,0,0,0,0,0,"intracellular signal","intracellular signal",4.35501088874642e-05,"intrinsic apoptotic signaling pathway in response to oxidative stress"
"1072","GO:0008637",76,0,0,2.295579134,1.335715004,0,0,1.649181784,0,1.980305021,0,1.487956863,0,0,3.283549676,0,0,0,0,0,0,1.454311865,0,"apoptotic process","apoptotic process",0.071241974646006,"apoptotic mitochondrial changes"
"1073","GO:0008643",191,0,1.637837538,0,1.651872008,0,0,0,0,0,0,0,0,0,0,0,2.277501653,0,0,0,0,0,0,"directed movement","directed movement",0.110489434253862,"carbohydrate transport"
"1074","GO:0008645",255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919550105,0,0,0,0,0,0,"lipid particle","carbon atoms",0.934189503689701,"hexose transmembrane transport"
"1075","GO:0008654",14,0,0,3.087380506,0,0,0,0,0,0,1.747983697,1.429534712,2.708806682,0,4.663377444,0,0,0,0,0,3.712244731,0,2.203800164,"sugar esterified","sugar esterified",0.000113454824657885,"phospholipid biosynthetic process"
"1076","GO:0008655",129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.369069922,0,0,0,0,0,2.093315565,0,"novo synthesis","novo synthesis",0.964259225534709,"pyrimidine-containing compound salvage"
"1077","GO:0008656",348,0,0,0,0,0,0,0,2.316583598,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96259727,"apoptotic signaling","NA NA",9.16639907856689e-15,"cysteine-type endopeptidase activator activity involved in apoptotic process"
"1078","GO:0009048",336,0,0,2.112831376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mating type","telomeric dna",0.382803497305035,"dosage compensation by inactivation of X chromosome"
"1079","GO:0009100",105,0,1.391056899,0,0,0,0,0,0,0,0,0,0,0,1.321951695,0,0,0,0,0,0,0,0,"glucose residues","alpha 1",0.0848445067607449,"glycoprotein metabolic process"
"1080","GO:0009110",175,0,0,1.303594325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"carbon atoms","carbon atoms",0.904843189890629,"vitamin biosynthetic process"
"1081","GO:0009116",108,0,0,0,0,0,0,0,0,0,0,0,0,0,1.958105757,0,0,0,0,0,0,0,0,"guanyl nucleotides","compound consisting",5.08070071870905e-05,"nucleoside metabolic process"
"1082","GO:0009119",108,0,0,0,0,0,0,0,0,0,0,0,0,0,2.447153733,0,0,0,0,0,0,0,1.374061331,"guanyl nucleotides","compound consisting",5.08070071870905e-05,"ribonucleoside metabolic process"
"1083","GO:0009123",394,1.712875191,0,2.630786467,1.353520563,0,0,3.093360209,0,0,0,0,0,0,0,0,0,0,0,0,2.3430867,1.592421133,4.076495624,"sugar esterified","sugar esterified",3.91669998285634e-05,"nucleoside monophosphate metabolic process"
"1084","GO:0009124",14,1.858946579,0,3.96249084,1.603955639,1.756480891,0,2.090613288,1.378698724,0,0,0,0,0,0,0,0,0,0,0,1.732522159,0,3.814197011,"sugar esterified","sugar esterified",0.000113454824657885,"nucleoside monophosphate biosynthetic process"
"1085","GO:0009126",394,0,0,1.627343829,0,0,0,2.860562242,0,1.313844926,0,0,0,0,0,0,0,0,0,0,1.452830424,0,4.583343854,"sugar esterified","sugar esterified",3.91669998285634e-05,"purine nucleoside monophosphate metabolic process"
"1086","GO:0009127",394,1.614373522,0,2.767919094,1.304695901,0,0,2.413152831,0,1.365831381,0,0,0,0,0,0,0,0,0,0,1.508184009,0,4.358449441,"sugar esterified","sugar esterified",3.91669998285634e-05,"purine nucleoside monophosphate biosynthetic process"
"1087","GO:0009132",394,3.320690081,0,3.97578003,2.950999894,0,0,3.602659437,0,3.284255528,1.515385258,0,0,0,4.387996758,1.367052729,0,1.509028902,0,0,0,1.681303561,2.331751374,"sugar esterified","sugar esterified",3.91669998285634e-05,"nucleoside diphosphate metabolic process"
"1088","GO:0009133",14,0,0,1.518553728,0,0,0,2.324996462,0,0,0,1.314635585,0,0,0,1.409616198,0,0,0,0,0,0,0,"sugar esterified","sugar esterified",0.000113454824657885,"nucleoside diphosphate biosynthetic process"
"1089","GO:0009135",394,3.273329595,0,3.544047011,3.671548294,0,0,3.333989239,0,3.911900739,0,0,1.533563905,0,2.388903328,0,0,0,0,0,0,1.380137701,2.080321771,"sugar esterified","sugar esterified",3.91669998285634e-05,"purine nucleoside diphosphate metabolic process"
"1090","GO:0009141",394,0,0,1.872061937,0,0,0,2.777851644,0,0,0,0,0,0,0,0,0,0,0,0,1.388601797,0,4.458109082,"sugar esterified","sugar esterified",3.91669998285634e-05,"nucleoside triphosphate metabolic process"
"1091","GO:0009142",14,1.564835249,0,3.27287768,0,0,1.847951359,2.357342157,0,1.333493571,0,0,0,0,1.388319326,0,0,0,0,0,2.023085367,1.409689537,5.146248441,"sugar esterified","sugar esterified",0.000113454824657885,"nucleoside triphosphate biosynthetic process"
"1092","GO:0009144",394,0,0,1.770458838,0,0,0,2.407015188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.789703615,"sugar esterified","sugar esterified",3.91669998285634e-05,"purine nucleoside triphosphate metabolic process"
"1093","GO:0009145",14,0,0,3.249373186,0,0,0,1.916129575,0,1.534507053,0,0,0,0,1.731148886,0,0,0,0,0,1.764165989,0,5.816090311,"sugar esterified","sugar esterified",0.000113454824657885,"purine nucleoside triphosphate biosynthetic process"
